block,stimulus,response,score,rt,name
3,evil,l,1,435,p42
4,black1,a,1,408,p42
4,black4,a,1,402,p42
4,white4,l,1,372,p42
4,white2,l,1,503,p42
4,white3,l,1,525,p42
4,white1,l,1,697,p42
4,black5,a,1,415,p42
4,black2,a,1,427,p42
4,black3,a,1,450,p42
4,white5,l,1,453,p42
5,happy,a,1,589,p42
5,black2,a,1,416,p42
5,black5,a,1,488,p42
5,hurt,l,1,591,p42
5,agony,l,1,418,p42
5,love,a,1,762,p42
5,white1,l,1,585,p42
5,black4,a,1,632,p42
5,pleasure,a,1,715,p42
5,joy,a,1,437,p42
5,white5,l,1,590,p42
5,white2,a,0,399,p42
5,black3,a,1,617,p42
5,black1,a,1,877,p42
5,bad,a,0,809,p42
5,good,a,1,1194,p42
5,white4,l,1,460,p42
5,nasty,l,1,612,p42
5,white3,l,1,558,p42
5,evil,l,1,476,p42
1,bad,l,1,1443,p43
1,nasty,l,1,887,p43
1,happy,a,1,704,p43
1,good,a,1,527,p43
1,hurt,l,1,547,p43
1,evil,l,1,664,p43
1,love,a,1,590,p43
1,pleasure,a,1,468,p43
1,agony,l,1,599,p43
1,joy,a,1,597,p43
2,black3,l,1,2260,p43
2,white4,a,1,1072,p43
2,black1,l,1,1009,p43
2,black5,l,1,728,p43
2,white5,a,1,1408,p43
2,black2,l,1,918,p43
2,white3,a,1,595,p43
2,white2,a,1,1277,p43
2,black4,l,1,684,p43
2,white1,a,1,1153,p43
3,white5,a,1,1463,p43
3,black4,l,1,2034,p43
3,bad,l,1,1906,p43
3,nasty,l,1,2023,p43
3,white4,a,1,1122,p43
3,good,a,1,2260,p43
3,black3,l,1,1288,p43
3,black1,l,1,935,p43
3,love,a,1,866,p43
3,joy,a,1,673,p43
3,black5,l,1,1072,p43
3,happy,a,1,910,p43
3,white2,a,1,878,p43
3,evil,l,1,986,p43
3,black2,l,1,1747,p43
3,pleasure,a,1,615,p43
3,white3,a,1,594,p43
3,white1,a,1,715,p43
3,agony,l,1,1083,p43
3,hurt,l,1,464,p43
4,black3,a,1,1502,p43
4,white2,l,1,986,p43
4,black1,a,1,780,p43
4,white4,l,1,535,p43
4,white3,l,1,709,p43
4,white1,l,1,593,p43
4,black5,a,1,774,p43
4,black2,a,1,518,p43
4,white5,l,1,1462,p43
4,black4,a,1,523,p43
5,black2,a,1,581,p43
5,joy,a,1,541,p43
5,black4,a,1,804,p43
5,black3,a,1,490,p43
5,love,a,1,558,p43
5,agony,l,1,1627,p43
5,white1,l,1,1111,p43
5,good,a,1,1048,p43
5,bad,l,1,832,p43
5,white5,l,1,753,p43
5,black1,a,1,1548,p43
5,white2,l,1,1323,p43
5,pleasure,a,1,1453,p43
5,nasty,l,1,763,p43
5,white4,l,1,734,p43
5,black5,a,1,474,p43
5,happy,l,0,906,p43
5,evil,l,1,1391,p43
5,hurt,l,1,936,p43
5,white3,l,1,1388,p43
1,bad,l,1,1803,p44
1,good,a,1,869,p44
1,pleasure,a,1,586,p44
1,evil,l,1,627,p44
1,agony,a,0,1075,p44
1,hurt,l,1,809,p44
1,love,a,1,651,p44
1,happy,a,1,571,p44
1,nasty,l,1,815,p44
1,joy,a,1,522,p44
2,black4,l,1,1582,p44
2,black2,l,1,502,p44
2,black3,l,1,389,p44
2,white4,a,1,526,p44
2,white3,a,1,587,p44
2,black5,l,1,646,p44
2,white2,a,1,507,p44
2,white5,a,1,586,p44
2,black1,l,1,629,p44
2,white1,a,1,549,p44
3,white5,a,1,571,p44
3,hurt,l,1,562,p44
3,bad,l,1,527,p44
3,nasty,l,1,547,p44
3,agony,l,1,534,p44
3,black5,l,1,547,p44
3,black4,l,1,439,p44
3,good,a,1,504,p44
3,black2,a,0,492,p44
3,black1,l,1,1115,p44
3,happy,a,1,463,p44
3,love,a,1,560,p44
3,white1,a,1,602,p44
3,white4,a,1,473,p44
3,evil,l,1,695,p44
3,black3,l,1,1048,p44
3,pleasure,a,1,592,p44
3,white3,a,1,569,p44
3,joy,a,1,556,p44
3,white2,a,1,593,p44
4,black2,l,0,663,p44
4,black3,a,1,2901,p44
4,white4,l,1,705,p44
4,black4,a,1,656,p44
4,black5,a,1,940,p44
4,white5,l,1,464,p44
4,black1,a,1,528,p44
4,white2,l,1,696,p44
4,white1,l,1,675,p44
4,white3,l,1,458,p44
5,white1,l,1,1655,p44
5,black2,a,1,1144,p44
5,nasty,l,1,1707,p44
5,joy,a,1,583,p44
5,white3,l,1,818,p44
5,good,a,1,459,p44
5,happy,a,1,562,p44
5,love,a,1,518,p44
5,white5,l,1,554,p44
5,black5,a,1,347,p44
5,black1,a,1,882,p44
5,pleasure,a,1,577,p44
5,evil,l,1,868,p44
5,bad,a,0,563,p44
5,black3,a,1,927,p44
5,black4,a,1,1387,p44
5,white4,l,1,716,p44
5,hurt,a,0,842,p44
5,agony,l,1,1213,p44
5,white2,l,1,2386,p44
1,evil,l,1,802,p45
1,joy,a,1,824,p45
1,hurt,l,1,521,p45
1,love,a,1,694,p45
1,happy,a,1,556,p45
1,pleasure,a,1,608,p45
1,bad,l,1,473,p45
1,agony,l,1,680,p45
1,good,a,1,655,p45
1,nasty,l,1,607,p45
2,black3,l,1,709,p45
2,white4,a,1,609,p45
2,black5,l,1,596,p45
2,white3,a,1,493,p45
2,black1,l,1,435,p45
2,black4,l,1,555,p45
2,white2,a,1,1024,p45
2,white5,a,1,715,p45
2,white1,a,1,812,p45
2,black2,l,1,502,p45
3,black5,l,1,592,p45
3,white3,a,1,652,p45
3,white5,a,1,609,p45
3,black1,l,1,628,p45
3,black4,l,1,531,p45
3,nasty,l,1,739,p45
3,happy,a,1,517,p45
3,white2,a,1,812,p45
3,joy,a,1,586,p45
3,bad,l,1,655,p45
3,agony,l,1,651,p45
3,white4,a,1,502,p45
3,pleasure,a,1,479,p45
3,white1,a,1,722,p45
3,hurt,l,1,675,p45
3,black2,l,1,852,p45
3,black3,l,1,593,p45
3,love,a,1,551,p45
3,evil,l,1,711,p45
3,good,a,1,568,p45
4,black5,a,1,599,p45
4,white3,l,1,482,p45
4,white5,l,1,641,p45
4,white4,l,1,634,p45
4,black1,a,1,820,p45
4,black4,a,1,513,p45
4,white2,l,1,761,p45
4,white1,l,1,482,p45
4,black2,a,1,420,p45
4,black3,a,1,554,p45
5,good,a,1,527,p45
5,pleasure,a,1,648,p45
5,evil,l,1,604,p45
5,black5,a,1,590,p45
5,black3,a,1,417,p45
5,agony,l,1,778,p45
5,black2,a,1,868,p45
5,white5,l,1,655,p45
5,bad,l,1,659,p45
5,happy,a,1,578,p45
5,white2,l,1,589,p45
5,nasty,l,1,624,p45
5,black1,a,1,529,p45
5,white1,l,1,493,p45
5,love,a,1,548,p45
5,joy,a,1,536,p45
5,white4,l,1,516,p45
5,black4,a,1,682,p45
5,white3,l,1,648,p45
5,hurt,l,1,728,p45
1,hurt,l,1,1046,p46
1,nasty,l,1,870,p46
1,good,a,1,652,p46
1,happy,a,1,803,p46
1,agony,l,1,589,p46
1,pleasure,a,1,463,p46
1,love,a,1,625,p46
1,joy,a,1,527,p46
1,bad,l,1,550,p46
1,evil,l,1,817,p46
2,black5,l,1,1304,p46
2,white5,a,1,741,p46
2,white4,a,1,849,p46
2,black4,l,1,481,p46
2,white1,a,1,431,p46
2,black2,l,1,480,p46
2,black1,l,1,385,p46
2,white3,a,1,498,p46
2,white2,a,1,664,p46
2,black3,l,1,680,p46
3,white3,a,1,995,p46
3,happy,a,1,484,p46
3,white5,a,1,746,p46
3,hurt,l,1,622,p46
3,nasty,l,1,550,p46
3,black3,l,1,698,p46
3,evil,l,1,628,p46
3,bad,l,1,978,p46
3,pleasure,a,1,615,p46
3,good,a,1,485,p46
3,agony,l,1,515,p46
3,white2,a,1,801,p46
3,black4,l,1,764,p46
3,black5,l,1,557,p46
3,joy,a,1,552,p46
3,white4,a,1,868,p46
3,black2,l,1,683,p46
3,white1,a,1,649,p46
3,love,a,1,529,p46
3,black1,l,1,554,p46
4,white4,l,1,542,p46
4,black4,a,1,450,p46
4,black3,a,1,587,p46
4,white5,l,1,613,p46
4,white1,l,1,431,p46
4,white3,l,1,575,p46
4,black5,a,1,496,p46
4,black2,a,1,500,p46
4,black1,a,1,374,p46
4,white2,a,0,322,p46
5,joy,a,1,1105,p46
5,black4,a,1,837,p46
5,black5,a,1,655,p46
5,black2,a,1,638,p46
5,bad,l,1,690,p46
5,evil,l,1,444,p46
5,white5,l,1,575,p46
5,black3,a,1,560,p46
5,happy,a,1,908,p46
5,white1,l,1,649,p46
5,good,a,1,1316,p46
5,pleasure,a,1,940,p46
5,hurt,l,1,584,p46
5,nasty,l,1,698,p46
5,love,a,1,643,p46
5,white4,l,1,577,p46
5,white3,l,1,646,p46
5,agony,l,1,898,p46
5,black1,a,1,683,p46
5,white2,l,1,647,p46
1,nasty,l,1,1660,p47
1,evil,l,1,909,p47
1,bad,l,1,807,p47
1,love,a,1,699,p47
1,happy,a,1,463,p47
1,good,a,1,561,p47
1,pleasure,a,1,553,p47
1,joy,a,1,488,p47
1,agony,l,1,731,p47
1,hurt,l,1,552,p47
2,black1,l,1,3280,p47
2,black4,l,1,807,p47
2,white4,l,0,2917,p47
2,black2,a,0,1873,p47
2,white1,a,1,959,p47
2,white2,a,1,2370,p47
2,white5,a,1,1611,p47
2,white3,l,0,2598,p47
2,black3,l,1,1079,p47
2,black5,l,1,1002,p47
3,agony,l,1,3897,p47
3,black5,l,1,2163,p47
3,good,a,1,1062,p47
3,black2,l,1,1684,p47
3,love,a,1,658,p47
3,black1,l,1,1697,p47
3,white2,a,1,1117,p47
3,joy,a,1,714,p47
3,happy,a,1,1079,p47
3,bad,l,1,821,p47
3,white1,a,1,1070,p47
3,white5,a,1,765,p47
3,black4,l,1,728,p47
3,white3,a,1,716,p47
3,hurt,l,1,770,p47
3,evil,l,1,540,p47
3,black3,l,1,812,p47
3,nasty,l,1,707,p47
3,white4,a,1,1570,p47
3,pleasure,a,1,716,p47
4,white2,l,1,3658,p47
4,white5,l,1,1399,p47
4,black4,a,1,832,p47
4,black5,a,1,602,p47
4,black2,a,1,782,p47
4,white1,l,1,653,p47
4,black1,a,1,780,p47
4,white3,l,1,1918,p47
4,black3,a,1,838,p47
4,white4,l,1,1450,p47
5,black3,a,1,1209,p47
5,pleasure,a,1,674,p47
5,white1,l,1,1295,p47
5,hurt,l,1,469,p47
5,black1,a,1,1075,p47
5,agony,l,1,897,p47
5,joy,a,1,607,p47
5,black5,a,1,953,p47
5,bad,l,1,732,p47
5,evil,l,1,648,p47
5,black4,a,1,704,p47
5,white5,l,1,950,p47
5,white3,l,1,1361,p47
5,happy,a,1,1021,p47
5,white2,l,1,1085,p47
5,white4,l,1,1203,p47
5,love,a,1,997,p47
5,nasty,l,1,678,p47
5,black2,a,1,996,p47
5,good,a,1,2181,p47
1,love,a,1,1966,p48
1,joy,a,1,52612,p48
1,good,a,1,762,p48
1,happy,a,1,613,p48
1,hurt,l,1,1248,p48
1,pleasure,a,1,982,p48
1,agony,a,0,1198,p48
1,nasty,l,1,1147,p48
1,evil,l,1,797,p48
1,bad,a,0,71532,p48
2,white5,a,1,3913,p48
2,white4,a,1,2716,p48
2,black5,l,1,2415,p48
2,white1,a,1,1670,p48
2,black3,l,1,1507,p48
2,black1,l,1,1392,p48
2,white3,a,1,2266,p48
2,white2,a,1,913,p48
2,black4,l,1,934,p48
2,black2,l,1,1490,p48
3,black3,l,1,2071,p48
3,black5,l,1,1106,p48
3,evil,l,1,3231,p48
3,hurt,l,1,2624,p48
3,love,a,1,1615,p48
3,white2,a,1,1807,p48
3,white1,a,1,1359,p48
3,black2,l,1,1304,p48
3,black1,l,1,1224,p48
3,good,a,1,1031,p48
3,white5,a,1,2250,p48
3,bad,l,1,1623,p48
3,agony,l,1,1375,p48
3,nasty,l,1,961,p48
3,black4,l,1,1773,p48
3,white3,a,1,800,p48
3,happy,a,1,1168,p48
3,white4,a,1,947,p48
3,joy,a,1,719,p48
3,pleasure,a,1,691,p48
4,white5,l,1,1536,p48
4,black1,a,1,1260,p48
4,white2,l,1,810,p48
4,white3,l,1,1250,p48
4,white4,l,1,923,p48
4,black4,a,1,535,p48
4,black2,a,1,835,p48
4,white1,l,1,620,p48
4,black3,a,1,596,p48
4,black5,a,1,862,p48
5,black5,a,1,1051,p48
5,white4,l,1,1491,p48
5,white5,l,1,1592,p48
5,love,a,1,1735,p48
5,white2,l,1,1675,p48
5,black3,a,1,1305,p48
5,agony,l,1,1460,p48
5,black2,a,1,1078,p48
5,good,a,1,1275,p48
5,nasty,a,0,1385,p48
5,bad,l,1,2956,p48
5,happy,a,1,1613,p48
5,joy,a,1,1461,p48
5,white1,l,1,1411,p48
5,white3,l,1,853,p48
5,hurt,l,1,1293,p48
5,black1,a,1,969,p48
5,evil,l,1,1877,p48
5,pleasure,a,1,1212,p48
5,black4,a,1,1252,p48
1,pleasure,a,1,1050,p49
1,agony,l,1,873,p49
1,bad,l,1,752,p49
1,nasty,l,1,541,p49
1,love,a,1,439,p49
1,happy,a,1,673,p49
1,evil,l,1,573,p49
1,good,a,1,564,p49
1,joy,a,1,620,p49
1,hurt,l,1,559,p49
2,black5,l,1,1204,p49
2,black1,l,1,1018,p49
2,white4,a,1,914,p49
2,white2,a,1,768,p49
2,white5,a,1,1172,p49
2,white3,l,0,1037,p49
2,black4,a,0,1797,p49
2,white1,l,0,1462,p49
2,black3,l,1,1213,p49
2,black2,l,1,1525,p49
3,joy,a,1,867,p49
3,white3,a,1,1475,p49
3,evil,l,1,852,p49
3,good,a,1,1226,p49
3,black1,a,0,1057,p49
3,nasty,l,1,2592,p49
3,black3,l,1,1104,p49
3,pleasure,a,1,1394,p49
3,bad,l,1,1159,p49
3,black2,l,1,1602,p49
3,white2,a,1,1046,p49
3,agony,l,1,1051,p49
3,love,a,1,753,p49
3,white5,a,1,885,p49
3,happy,a,1,1307,p49
3,black5,l,1,736,p49
3,white1,a,1,876,p49
3,white4,a,1,2147,p49
3,black4,l,1,871,p49
3,hurt,l,1,877,p49
4,white2,l,1,1353,p49
4,white4,l,1,716,p49
4,white1,l,1,786,p49
4,black4,a,1,831,p49
4,black2,a,1,555,p49
4,black5,a,1,599,p49
4,black1,a,1,633,p49
4,white3,l,1,661,p49
4,white5,l,1,491,p49
4,black3,a,1,539,p49
5,white5,l,1,1109,p49
5,black5,a,1,720,p49
5,love,a,1,1391,p49
5,happy,a,1,592,p49
5,black1,a,1,1017,p49
5,bad,l,1,1195,p49
5,white4,l,1,1172,p49
5,good,a,1,1390,p49
5,nasty,l,1,840,p49
5,joy,a,1,1036,p49
5,white3,l,1,929,p49
5,pleasure,a,1,695,p49
5,white2,l,1,842,p49
5,agony,l,1,1290,p49
5,evil,l,1,883,p49
5,black2,a,1,711,p49
5,white1,l,1,766,p49
5,hurt,l,1,1310,p49
5,black3,a,1,941,p49
5,black4,a,1,687,p49
1,good,a,1,2377,p50
1,nasty,l,1,987,p50
1,happy,a,1,605,p50
1,agony,l,1,750,p50
1,love,a,1,493,p50
1,evil,l,1,560,p50
1,pleasure,l,0,452,p50
1,joy,a,1,493,p50
1,hurt,l,1,497,p50
1,bad,l,1,568,p50
2,white3,a,1,2049,p50
2,black3,l,1,805,p50
2,white2,a,1,780,p50
2,black1,l,1,624,p50
2,white4,l,0,496,p50
2,black4,l,1,737,p50
2,black2,l,1,770,p50
2,white1,a,1,528,p50
2,black5,l,1,530,p50
2,white5,a,1,809,p50
3,bad,l,1,902,p50
3,agony,l,1,607,p50
3,white1,a,1,713,p50
3,white4,a,1,621,p50
3,happy,a,1,663,p50
3,evil,l,1,589,p50
3,white2,a,1,631,p50
3,nasty,l,1,696,p50
3,black4,l,1,637,p50
3,white3,a,1,534,p50
3,love,a,1,609,p50
3,black2,l,1,635,p50
3,white5,a,1,602,p50
3,black1,l,1,508,p50
3,black5,l,1,555,p50
3,pleasure,a,1,766,p50
3,black3,l,1,633,p50
3,joy,a,1,651,p50
3,hurt,l,1,634,p50
3,good,a,1,530,p50
4,white3,a,0,650,p50
4,black3,a,1,1271,p50
4,white4,l,1,665,p50
4,black4,a,1,444,p50
4,black2,a,1,798,p50
4,white5,l,1,686,p50
4,black1,a,1,556,p50
4,white2,l,1,743,p50
4,white1,l,1,703,p50
4,black5,a,1,400,p50
5,black4,a,1,650,p50
5,black3,a,1,601,p50
5,happy,l,0,755,p50
5,pleasure,a,1,862,p50
5,nasty,l,1,597,p50
5,evil,l,1,710,p50
5,white3,l,1,540,p50
5,hurt,l,1,713,p50
5,agony,l,1,589,p50
5,good,a,1,456,p50
5,white4,l,1,710,p50
5,black2,a,1,452,p50
5,black1,a,1,580,p50
5,black5,a,1,518,p50
5,joy,a,1,835,p50
5,bad,l,1,467,p50
5,white1,l,1,698,p50
5,white5,l,1,624,p50
5,white2,a,0,417,p50
5,love,a,1,890,p50
1,evil,l,1,2496,p51
1,bad,l,1,1348,p51
1,agony,l,1,1520,p51
1,joy,a,1,1628,p51
1,pleasure,a,1,1461,p51
1,hurt,l,1,1002,p51
1,love,a,1,780,p51
1,happy,a,1,670,p51
1,nasty,l,1,934,p51
1,good,a,1,665,p51
2,black2,l,1,5055,p51
2,black5,l,1,3461,p51
2,black3,l,1,1906,p51
2,black1,l,1,2269,p51
2,white2,a,1,1484,p51
2,white5,a,1,1809,p51
2,white3,a,1,1323,p51
2,white4,a,1,1415,p51
2,white1,a,1,1311,p51
2,black4,l,1,1212,p51
3,evil,l,1,6620,p51
3,good,a,1,2017,p51
3,white2,a,1,3696,p51
3,bad,l,1,1436,p51
3,pleasure,a,1,1028,p51
3,white3,a,1,2236,p51
3,black1,l,1,1956,p51
3,white1,a,1,5909,p51
3,black4,l,1,1158,p51
3,love,a,1,1122,p51
3,white5,a,1,2566,p51
3,joy,a,1,648,p51
3,black3,l,1,1248,p51
3,agony,l,1,1192,p51
3,black2,l,1,2298,p51
3,black5,l,1,885,p51
3,white4,a,1,963,p51
3,nasty,l,1,942,p51
3,happy,a,1,739,p51
3,hurt,l,1,719,p51
4,white3,l,1,2647,p51
4,black2,a,1,1405,p51
4,black1,a,1,1254,p51
4,black5,a,1,908,p51
4,black4,a,1,842,p51
4,white1,l,1,858,p51
4,white5,l,1,961,p51
4,white4,l,1,733,p51
4,white2,l,1,962,p51
4,black3,a,1,669,p51
5,nasty,l,1,5806,p51
5,white3,l,1,2411,p51
5,love,a,1,1563,p51
5,bad,l,1,1527,p51
5,black5,a,1,1698,p51
5,black4,a,1,1216,p51
5,white4,l,1,2097,p51
5,good,a,1,1294,p51
5,white5,l,1,2156,p51
5,hurt,l,1,1478,p51
5,joy,a,1,1148,p51
5,evil,l,1,1576,p51
5,agony,l,1,1074,p51
5,pleasure,a,1,952,p51
5,happy,a,1,876,p51
5,black3,a,1,1410,p51
5,white1,l,1,1331,p51
5,white2,l,1,1240,p51
5,black2,a,1,991,p51
5,black1,a,1,1017,p51
1,hurt,l,1,1150,p52
1,evil,l,1,793,p52
1,pleasure,a,1,677,p52
1,love,a,1,739,p52
1,bad,l,1,626,p52
1,joy,a,1,632,p52
1,happy,a,1,625,p52
1,good,a,1,1089,p52
1,nasty,l,1,653,p52
1,agony,l,1,694,p52
2,black1,l,1,3876,p52
2,white3,a,1,1809,p52
2,black4,l,1,1849,p52
2,white5,a,1,1873,p52
2,black3,l,1,1638,p52
2,white4,a,1,1659,p52
2,white1,a,1,1476,p52
2,white2,a,1,922,p52
2,black2,l,1,1142,p52
2,black5,l,1,1450,p52
3,happy,a,1,1087,p52
3,black5,l,1,1060,p52
3,pleasure,a,1,1348,p52
3,nasty,l,1,821,p52
3,agony,l,1,616,p52
3,bad,l,1,562,p52
3,white4,a,1,686,p52
3,joy,a,1,571,p52
3,love,a,1,670,p52
3,evil,l,1,588,p52
3,black2,l,1,1007,p52
3,hurt,l,1,1065,p52
3,white1,a,1,1072,p52
3,white2,a,1,1311,p52
3,black3,l,1,1043,p52
3,black1,l,1,1092,p52
3,white5,a,1,802,p52
3,black4,l,1,803,p52
3,white3,l,0,1124,p52
3,good,a,1,1848,p52
4,white2,l,1,3183,p52
4,black5,a,1,2631,p52
4,white4,l,1,2343,p52
4,black4,a,1,1457,p52
4,black3,a,1,2296,p52
4,black1,a,1,1516,p52
4,white1,l,1,1377,p52
4,black2,a,1,1052,p52
4,white5,l,1,1115,p52
4,white3,l,1,1792,p52
5,white5,l,1,1460,p52
5,hurt,l,1,2491,p52
5,good,a,1,1136,p52
5,white2,l,1,1365,p52
5,bad,l,1,1055,p52
5,white3,l,1,1486,p52
5,joy,a,1,1549,p52
5,black4,a,1,2245,p52
5,black1,a,1,1012,p52
5,pleasure,l,0,1054,p52
5,black5,a,1,2125,p52
5,black3,a,1,1401,p52
5,nasty,l,1,1017,p52
5,love,a,1,1266,p52
5,black2,a,1,1032,p52
5,white4,l,1,1121,p52
5,agony,l,1,1166,p52
5,evil,l,1,1129,p52
5,happy,a,1,1223,p52
5,white1,l,1,1022,p52
1,pleasure,a,1,1485,p53
1,agony,l,1,1923,p53
1,happy,a,1,1168,p53
1,evil,l,1,1720,p53
1,hurt,l,1,2442,p53
1,nasty,l,1,2594,p53
1,joy,a,1,1636,p53
1,good,a,1,906,p53
1,bad,l,1,1872,p53
1,love,a,1,1310,p53
2,white1,a,1,4660,p53
2,black1,l,1,1042,p53
2,black5,l,1,992,p53
2,white5,l,0,5736,p53
2,white2,a,1,1035,p53
2,white3,a,1,1865,p53
2,black4,l,1,992,p53
2,black2,l,1,1731,p53
2,black3,l,1,735,p53
2,white4,a,1,1402,p53
3,white1,l,0,19263,p53
3,pleasure,l,0,8231,p53
3,joy,a,1,1141,p53
3,evil,l,1,1231,p53
3,nasty,l,1,1848,p53
3,black4,l,1,1407,p53
3,black3,l,1,2039,p53
3,hurt,l,1,3710,p53
3,white5,a,1,1980,p53
3,black5,l,1,885,p53
3,bad,l,1,2338,p53
3,black2,l,1,1075,p53
3,agony,l,1,3680,p53
3,black1,l,1,10926,p53
3,love,a,1,3706,p53
3,white4,a,1,9765,p53
3,white3,a,1,1421,p53
3,white2,a,1,1800,p53
3,happy,a,1,2170,p53
3,good,a,1,6987,p53
4,white4,l,1,2258,p53
4,white2,l,1,12407,p53
4,black5,a,1,1536,p53
4,white5,l,1,2143,p53
4,black1,a,1,3591,p53
4,black2,a,1,3621,p53
4,white1,l,1,3701,p53
4,black4,a,1,2110,p53
4,black3,a,1,1540,p53
4,white3,l,1,1888,p53
5,white1,l,1,7852,p53
5,black1,a,1,2361,p53
5,bad,l,1,3150,p53
5,happy,a,1,7730,p53
5,white5,l,1,5312,p53
5,black3,a,1,1634,p53
5,nasty,l,1,10163,p53
5,white3,l,1,4206,p53
5,pleasure,a,1,5705,p53
5,joy,a,1,2765,p53
5,good,a,1,6431,p53
5,black5,a,1,1301,p53
5,evil,l,1,2874,p53
5,white2,l,1,4614,p53
5,agony,l,1,1836,p53
5,hurt,l,1,2364,p53
5,white4,l,1,2461,p53
5,love,a,1,1687,p53
5,black4,a,1,1225,p53
5,black2,a,1,865,p53
1,pleasure,a,1,1035,p54
1,good,a,1,722,p54
1,agony,l,1,533,p54
1,nasty,l,1,483,p54
1,happy,a,1,435,p54
1,hurt,a,0,419,p54
1,evil,l,1,594,p54
1,bad,l,1,541,p54
1,joy,a,1,425,p54
1,love,a,1,636,p54
2,white5,a,1,1152,p54
2,black5,l,1,514,p54
2,white3,a,1,694,p54
2,black2,l,1,582,p54
2,black3,l,1,537,p54
2,black1,l,1,555,p54
2,white2,l,0,575,p54
2,white1,a,1,803,p54
2,white4,a,1,819,p54
2,black4,l,1,508,p54
3,happy,a,1,724,p54
3,black5,l,1,552,p54
3,white4,a,1,571,p54
3,agony,l,1,917,p54
3,hurt,l,1,596,p54
3,black3,l,1,595,p54
3,nasty,l,1,503,p54
3,white2,a,1,781,p54
3,black2,l,1,526,p54
3,love,a,1,813,p54
3,bad,l,1,557,p54
3,white3,a,1,754,p54
3,white1,a,1,533,p54
3,evil,l,1,257,p54
3,joy,a,1,561,p54
3,black1,l,1,486,p54
3,good,a,1,723,p54
3,pleasure,a,1,568,p54
3,black4,l,1,586,p54
3,white5,a,1,580,p54
4,white1,l,1,689,p54
4,black3,a,1,425,p54
4,white3,l,1,625,p54
4,white4,l,1,577,p54
4,white5,l,1,610,p54
4,black4,a,1,399,p54
4,black1,a,1,384,p54
4,black2,a,1,515,p54
4,white2,l,1,474,p54
4,black5,a,1,598,p54
5,hurt,l,1,611,p54
5,pleasure,a,1,723,p54
5,love,a,1,664,p54
5,black3,a,1,592,p54
5,evil,l,1,994,p54
5,black4,a,1,444,p54
5,bad,l,1,475,p54
5,joy,a,1,754,p54
5,agony,l,1,515,p54
5,good,a,1,443,p54
5,white1,l,1,540,p54
5,happy,a,1,576,p54
5,white2,l,1,771,p54
5,black5,a,1,852,p54
5,white4,l,1,532,p54
5,white3,l,1,448,p54
5,black1,a,1,224,p54
5,white5,l,1,163240,p54
5,black2,a,1,300,p54
5,nasty,l,1,523,p54
1,bad,l,1,1514,p55
1,evil,l,1,1135,p55
1,good,a,1,666,p55
1,hurt,l,1,1146,p55
1,love,a,1,774,p55
1,joy,a,1,523,p55
1,agony,l,1,748,p55
1,happy,a,1,505,p55
1,pleasure,a,1,625,p55
1,nasty,l,1,678,p55
2,black5,l,1,2264,p55
2,black4,l,1,1920,p55
2,white3,a,1,1439,p55
2,white5,a,1,956,p55
2,black3,l,1,1640,p55
2,white1,a,1,1543,p55
2,black2,l,1,1350,p55
2,white4,a,1,1269,p55
2,black1,l,1,3067,p55
2,white2,a,1,2865,p55
3,black4,l,1,9113,p55
3,bad,l,1,1903,p55
3,evil,l,1,1126,p55
3,white5,a,1,2095,p55
3,black3,l,1,1132,p55
3,black1,l,1,2329,p55
3,love,a,1,644,p55
3,white1,a,1,1274,p55
3,joy,a,1,969,p55
3,black5,l,1,1319,p55
3,white4,a,1,1128,p55
3,white2,a,1,1373,p55
3,nasty,l,1,983,p55
3,white3,a,1,2697,p55
3,pleasure,a,1,572,p55
3,agony,l,1,728,p55
3,good,a,1,628,p55
3,happy,a,1,2592,p55
3,black2,l,1,1413,p55
3,hurt,l,1,906,p55
4,white5,a,0,1114,p55
4,black1,a,1,3315,p55
4,black4,a,1,1659,p55
4,black5,a,1,2273,p55
4,black2,a,1,2521,p55
4,white4,l,1,1280,p55
4,black3,a,1,1507,p55
4,white3,l,1,2165,p55
4,white1,l,1,846,p55
4,white2,l,1,1118,p55
5,good,a,1,1323,p55
5,black4,a,1,827,p55
5,black1,a,1,735,p55
5,white2,l,1,1070,p55
5,black2,a,1,1177,p55
5,happy,l,0,1112,p55
5,white1,l,1,5397,p55
5,bad,l,1,2046,p55
5,white3,l,1,1474,p55
5,agony,l,1,3355,p55
5,love,a,1,1571,p55
5,white5,l,1,1076,p55
5,hurt,l,1,1621,p55
5,joy,a,1,1595,p55
5,nasty,l,1,1238,p55
5,black3,a,1,1187,p55
5,white4,l,1,680,p55
5,evil,l,1,1739,p55
5,pleasure,a,1,1461,p55
5,black5,a,1,988,p55
1,hurt,l,1,1255,p56
1,agony,l,1,878,p56
1,nasty,l,1,581,p56
1,bad,l,1,495,p56
1,happy,a,1,549,p56
1,good,a,1,537,p56
1,love,a,1,536,p56
1,pleasure,a,1,588,p56
1,joy,a,1,597,p56
1,evil,l,1,517,p56
2,black3,l,1,827,p56
2,black4,l,1,508,p56
2,white4,a,1,786,p56
2,black2,l,1,820,p56
2,black5,l,1,771,p56
2,white3,a,1,743,p56
2,black1,l,1,875,p56
2,white5,a,1,705,p56
2,white1,a,1,775,p56
2,white2,a,1,1008,p56
3,white5,a,1,1219,p56
3,hurt,l,1,884,p56
3,black2,l,1,737,p56
3,black3,l,1,710,p56
